id,title,company,company_slug,location,type,posted,role_category,seniority,culture_values,glassdoor_rating,apply_url,profile_url,jobs_filter_url,post_count,last_posted,status,
665,AI Deployment Strategist - MENA,Mistral AI,mistral,Abu Dhabi,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/c9e2dbb5-00ed-4096-ba88-ac0bdffb68fd?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
666,AI Deployment Strategist - Morocco,Mistral AI,mistral,Casablanca,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/8f93bac1-1885-41ea-8650-cb5454be97e7?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
667,"AI Deployment Strategist - Munich, Germany",Mistral AI,mistral,Munich,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/1937a5af-2c9b-4a75-bb91-b06ebe714dbd?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
668,AI Deployment Strategist - Netherlands,Mistral AI,mistral,Amsterdam,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/2aaf4e18-0943-4ebe-914d-cc9e32db8834?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
669,AI Deployment Strategist - Paris,Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/f9697798-31f8-4809-87b6-05eeb5261353?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
670,AI Deployment Strategist - Singapore,Mistral AI,mistral,Singapore,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/55c2e8f4-a3ea-4e59-9ccf-dac2fee26c65?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
671,AI Deployment Strategist - Spain,Mistral AI,mistral,Madrid,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/2aaf3b8e-3bee-46b7-9942-70351e63007f?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
672,AI Deployment Strategist - UK,Mistral AI,mistral,London,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/e59555e3-899d-4e1e-875f-90b825bc1e28?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
673,AI Developer Advocate,Mistral AI,mistral,"New York, NY",Full-time,3w ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/b56f6523-b7d2-47a3-abe6-2c793c7672fc?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
674,"AI Engineer, Product",Mistral AI,mistral,Paris,Full-time,2mo ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/c79ff8ed-6689-4dda-aec6-979a5dc767d0?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
675,AI Scientist - Audio,Mistral AI,mistral,Paris,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/94173e13-3050-4044-862a-e8dfc2deda5e?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
676,AI Scientist - Palo Alto,Mistral AI,mistral,Palo Alto,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/7b20d2c8-d5a7-4efd-a13e-05d920ec5985?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
677,AI Scientist - Paris/London - Onsite or Hybrid or Remote,Mistral AI,mistral,Paris,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/675b7f06-a76b-4144-af0c-4dd3282ef489?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
678,AI Scientist - Robotics,Mistral AI,mistral,Paris,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/60f9dc5b-6d1c-4236-be38-be7233669f00?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
679,AI Scientist - Warsaw,Mistral AI,mistral,Warsaw,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/4e498cbf-151e-483a-b3f7-76ff64a22041?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
681,Annotation Specialist,Mistral AI,mistral,Paris,Full-time,2mo ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/c223a38c-99f8-4582-bf3d-bd08c5a35460?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
682,"Applied AI Engineer, Fullstack Software Engineer - EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/aceffeba-c4e9-4b3b-adff-e7e78b986c5c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
683,"Applied AI Engineer, Fullstack Software Engineer - Singapore",Mistral AI,mistral,Singapore,Full-time,1mo ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/21bfa08c-f4f7-41e2-968d-aef29c2acf66?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
684,"Applied AI Engineer, Senior/Staff Devops/SRE - EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Staff / Principal,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/3e51d533-1f2d-48e3-9a2b-33fc7e8b0c0c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
685,"Applied AI,  Senior/Staff Forward Deployed Machine Learning Engineer - Singapore",Mistral AI,mistral,Singapore,Full-time,3w+ ago,ML / AI,Staff / Principal,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/5993e633-2c23-4054-801e-1da4c2adadc5?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
686,"Applied AI, AI Engineer for Mistral",Mistral AI,mistral,Paris,Full-time,1mo ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/3d9a6ece-1f8c-4e0b-a275-fde6300ed1f8?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
687,"Applied AI, Evaluation Engineer",Mistral AI,mistral,Paris,Full-time,1mo ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/e0db3860-0a80-47a8-958a-f8e62f3bb59c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
688,"Applied AI, Forward Deployed Machine Learning Engineer - (Internship)",Mistral AI,mistral,Paris,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/881941e1-2741-48e2-8767-12866965fac5?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
689,"Applied AI, Forward Deployed Machine Learning Engineer - EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/77f6fd1b-65cf-45d8-9b68-594c62732f62?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
690,"Applied AI, Forward Deployed Machine Learning Engineer - Morocco",Mistral AI,mistral,Casablanca,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/cb2137e6-d6b1-47d7-8450-6370a61f2b79?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
691,"Applied AI, Forward Deployed Machine Learning Engineer- Singapore",Mistral AI,mistral,Singapore,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/6fc7ccb5-47bb-4eab-aea0-55929403315d?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
692,"Applied AI, Senior MLOps Engineer - NYC",Mistral AI,mistral,"New York, NY",Full-time,3w+ ago,Engineering,Senior,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/fb15ec7f-d9e9-4246-9d36-486d46c289e4?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
694,"Applied AI, Technical Lead, Forward Deployed AI Engineer - EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/e2cf255f-49c8-4630-afe0-7f665f51f01f?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
695,Applied Scientist / Research Engineer - EMEA,Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/b7ae8fc4-5779-4ad2-8f5b-632b4d9498cf?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
696,Applied Scientist / Research Engineer - Singapore,Mistral AI,mistral,Singapore,Full-time,3w+ ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/c41d9d9e-f0ea-4621-a4a9-3f10dfa9ae84?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
697,Applied Scientist / Research Engineer (Internship),Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/426ef8c0-eb26-4004-a690-f33c62b445a7?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
698,ASEAN Partner Lead / GTM,Mistral AI,mistral,Singapore,Full-time,2mo ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/de824898-0b7c-483f-9888-0c0ec8b4073f?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
699,Associate AI Deployment Strategist,Mistral AI,mistral,Paris,Full-time,3w ago,Other,Junior / Entry,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/4d689780-4995-4fe5-9b7e-e8c28a180397?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
700,Australia Partner Lead,Mistral AI,mistral,Sydney,Full-time,1mo ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/f726927c-b779-48ce-b12f-d11e6c68436c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
701,Business Development Manager - Tech Partners,Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/b551de18-b9ae-493e-beb1-629fe9e88381?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
702,"Commercial Legal Counsel, EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,Legal,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/0048593b-1ca4-4c35-855e-be944c2cb655?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
703,Compliance Legal Counsel,Mistral AI,mistral,Paris,Full-time,3w+ ago,Legal,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/6d371a04-601d-4a3c-86e1-f6c4b78eea9e?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
704,"Cybersecurity Engineer, SIEM",Mistral AI,mistral,Paris,Full-time,2w ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/6f7f6e7a-3dc4-430b-8957-a64450a10066?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
705,"CyberSecurity Team Lead, Infrastructure and Application",Mistral AI,mistral,Paris,Full-time,3w ago,Engineering,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/c9b75928-dd48-4432-b6f1-fc0b24e51657?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
706,Data Center Operations Manager,Mistral AI,mistral,Borlänge,Full-time,3w ago,Operations,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/fa170722-b93a-49f5-a649-3fc731c57a71?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
707,Data Quality Specialist,Mistral AI,mistral,Paris,Full-time,1d ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/1cb8bbe9-012f-46a6-83d0-1200be477793?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
708,Data Scientist,Mistral AI,mistral,Paris,Full-time,3w+ ago,Data,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/bf5bcae2-839b-492e-a5bc-11d4427ee843?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
709,"Datacenter Hardware Engineer, HPC",Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/ddf7bcbb-e223-4768-a553-6e95df472cf7?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
710,"Deployment Strategist, AI & Hybrid Cloud - US",Mistral AI,mistral,Palo Alto,Full-time,2mo ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/01384cb8-1218-4116-a040-2c97eb1a300b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
711,Director of Internal Control,Mistral AI,mistral,Paris,Full-time,1mo ago,Other,Director,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/c7ffe998-bf72-4459-8b48-ab1eeeeeb090?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
712,Director of Sales Enablement,Mistral AI,mistral,Paris,Full-time,1mo ago,Sales,Director,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/57e56568-86ad-42ac-af3f-6a68f34fca87?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
713,Director of Systems Integrators,Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,Director,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/59407c00-6d99-468d-bca6-5fd6b02bec7b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
714,Engineering Manager,Mistral AI,mistral,Paris,Full-time,1mo ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/add3ec37-a655-4a60-8823-1e871aa1e9b2?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
715,"Engineering Team Lead, Cloud Deployments",Mistral AI,mistral,"New York, NY",Full-time,3w+ ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/e0859107-d3ef-47ea-b128-06ab832fe728?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
716,"Executive Assistant to the CRO - Paris, France",Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/8a74fb66-c6ae-40eb-981d-d07ca17593be?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
717,Executive Assistant to the VP Engineering - Paris,Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,VP / Executive,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/9f3f377e-c85c-4521-b0ea-52afbca2a5e4?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
718,Executive Assistant to VP Legal,Mistral AI,mistral,Paris,Full-time,2mo ago,Legal,VP / Executive,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/43714d11-e677-44aa-beb7-170d230b7f6c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
719,Executive Assistant to VP of Engineering (Contractor),Mistral AI,mistral,Paris,Fixed term,3w ago,Other,VP / Executive,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/eaa62529-1f3a-4360-87b0-310ebd3715ce?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
720,"Field Hardware Engineer, HPC",Mistral AI,mistral,Paris,Full-time,3w+ ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/ea94b55b-58e1-437b-bf3d-07ed150308e3?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
721,"Field Marketing Manager, EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,Marketing,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/fdac4b59-454b-4b45-bb74-9124134c129b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
722,Finance Operations & Systems (Internship),Mistral AI,mistral,Paris,Fixed term,2w ago,Finance,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/d1e53ff6-6df7-4645-9524-32dca5d72153?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
723,FP&A Manager - Paris,Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/389ac750-6789-4a0f-898b-4654d68ee81c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
724,General Accountant,Mistral AI,mistral,Paris,Full-time,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/eb6a8a44-19f6-4b84-bce8-8a818542d2c4?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
725,"Head of Communications, APAC",Mistral AI,mistral,Singapore,Full-time,1mo ago,Marketing,VP / Executive,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/dad622c0-15dc-4db8-bad4-f6008a03ba89?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
726,HR Business Partner,Mistral AI,mistral,Paris,Full-time,3w+ ago,HR / People,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/21e7e5d6-a469-4eeb-a0c5-2e0f3e92bd9e?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
727,HR People Ops APAC,Mistral AI,mistral,Singapore,Full-time,1w ago,HR / People,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/d7007133-0f05-4775-9fe3-f0eed36ea7b9?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
728,HR People Ops EMEA,Mistral AI,mistral,Paris,Full-time,3w+ ago,HR / People,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/00174d62-29ca-42c3-8dfb-8bc396384d48?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
729,HR People Ops EMEA (Internship),Mistral AI,mistral,Paris,Fixed term,3d ago,HR / People,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/d0a88d6f-266f-45d1-a93e-e4633186f404?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
730,IFRS Lead,Mistral AI,mistral,Paris,Full-time,1mo ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/e0446179-23d8-4d5f-889b-791e0f73e405?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
731,IFRS Specialist,Mistral AI,mistral,Paris,Full-time,1mo ago,Other,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/05357f94-2843-4385-a5ef-1a132ad88315?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
732,Infrastructure Solution Architect - EMEA,Mistral AI,mistral,Paris,Full-time,1mo ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture",4,https://jobs.lever.co/mistral/1d8de5a6-9794-4919-9c43-b2494e6cfa0f?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,
