id	title	company	company_slug	location	type	posted	role_category	seniority	culture_values	glassdoor_rating	apply_url	profile_url	jobs_filter_url	post_count	last_posted	status	og_image
3629	IaaS Platform Technical Program Manager	CoreWeave	coreweave	 Sunnyvale, CA	Full-time	3w+ ago	Engineering	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4617135006&board=coreweave&gh_jid=4617135006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
3630	Senior Backend Engineer, GraphQL	Airbnb	airbnb	Remote - USA	Full-time · Remote	3w+ ago	Engineering	Senior	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7547843?gh_jid=7547843&ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			expired	https://jobsbyculture.com/api/og?type=company&slug=airbnb
3631	Solutions Architect, Applied AI (State and Local Government, West)	Anthropic	anthropic	San Francisco, CA	Full-time	2d ago	Sales	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5140403008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
3632	Senior Staff Software Engineer - Delta	Databricks	databricks	Amsterdam, Netherlands	Full-time	2w ago	Engineering	Staff / Principal	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8303015002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
3633	Program Manager, Global Partner Engineering & Operations (PE&O) 	Stripe	stripe	Canada - Toronto	Full-time	1d ago	Product	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7593236?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
3634	Infrastructure Operations Program Manager	CoreWeave	coreweave	Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA	Full-time	3w+ ago	Engineering	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4644836006&board=coreweave&gh_jid=4644836006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
3635	Senior Claims Specialist	Airbnb	airbnb	Gurugram, India	Full-time	3w+ ago	Other	Senior	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7543876?gh_jid=7543876&ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			expired	https://jobsbyculture.com/api/og?type=company&slug=airbnb
3636	Solutions Architect, National Security	Anthropic	anthropic	Washington, DC	Full-time	2d ago	Sales	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5126080008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
3637	Senior Staff Software Engineer - Delta	Databricks	databricks	London, United Kingdom	Full-time	2w ago	Engineering	Staff / Principal	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8303020002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
3638	Program Manager, Risk Ops Enablement	Stripe	stripe	IE-Dublin	Full-time	1d ago	Product	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7214195?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
3639	Inventory Control Specialist - Afton, TX	CoreWeave	coreweave	Afton, TX	Full-time	3w+ ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4647338006&board=coreweave&gh_jid=4647338006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
3640	Senior Communications Lead, DACH & CEE	Airbnb	airbnb	Germany	Full-time · Remote	3w+ ago	Marketing	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7451609?gh_jid=7451609&ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			expired	https://jobsbyculture.com/api/og?type=company&slug=airbnb
3641	Solutions Marketing Lead, Beneficial Deployments 	Anthropic	anthropic	San Francisco, CA | New York City, NY | Washington, DC	Full-time	2d ago	Marketing	Lead / Manager	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5106611008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
3642	Senior Staff Software Engineer - Delta	Databricks	databricks	Zürich, Switzerland	Full-time	2w ago	Engineering	Staff / Principal	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8303017002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
3643	Program Manager, Risk Ops Enablement 	Stripe	stripe	US-Remote	Full-time	1d ago	Product	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7627440?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
3644	Inventory Control Specialist - Clarksville	CoreWeave	coreweave	Clarksville, VA	Full-time	3w+ ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4647975006&board=coreweave&gh_jid=4647975006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
3645	Senior Connectivity Integration Analyst	Airbnb	airbnb	Gurugram, India	Full-time · Hybrid	3w+ ago	Other	Senior	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7590549?gh_jid=7590549&ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			expired	https://jobsbyculture.com/api/og?type=company&slug=airbnb
3646	Solutions Marketing Lead, Public Sector	Anthropic	anthropic	San Francisco, CA | New York City, NY	Full-time	2d ago	Marketing	Lead / Manager	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5106623008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
3647	Senior Staff Software Engineer - Delta	Databricks	databricks	Berlin, Germany	Full-time	2w ago	Engineering	Staff / Principal	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=7319791002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
3648	Program Manager - TechOps	Stripe	stripe	Bengaluru	Full-time	1d ago	Product	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7227498?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
3649	Inventory Control Specialist - Ellendale	CoreWeave	coreweave	Ellendale, ND	Full-time	3w+ ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4645124006&board=coreweave&gh_jid=4645124006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
3650	Senior Corporate Communications Manager, DACH & CEE	Airbnb	airbnb	Berlin, Germany	Full-time · Hybrid	3d ago	Marketing	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7635949?gh_jid=7635949&ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			expired	https://jobsbyculture.com/api/og?type=company&slug=airbnb
3651	Staff Research Engineer, Discovery Team	Anthropic	anthropic	San Francisco, CA	Full-time	2d ago	Engineering	Staff / Principal	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4593216008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
3652	Senior Staff Software Engineer - Enzyme	Databricks	databricks	Mountain View, California	Full-time	2w ago	Engineering	Staff / Principal	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=7934466002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
3653	Program Manager, Third Party Regulatory Risk	Stripe	stripe	Dublin, London, Remote	Full-time	1d ago	Product	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7230209?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
3654	IT Operations Specialist	CoreWeave	coreweave	Warsaw, PL	Full-time	2w ago	Operations	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4651112006&board=coreweave&gh_jid=4651112006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
3655	Senior Counsel, Product	Airbnb	airbnb	United States	Full-time · Remote	3w+ ago	Legal	Senior	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7565511?gh_jid=7565511&ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			expired	https://jobsbyculture.com/api/og?type=company&slug=airbnb
3656	Staff / Senior Software Engineer, AI Reliability	Anthropic	anthropic	San Francisco, CA | New York City, NY | Seattle, WA	Full-time	1d ago	Engineering	Staff / Principal	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5113224008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
3657	Senior Staff Software Engineer - IAM	Databricks	databricks	Mountain View, California	Full-time	2w ago	Engineering	Staff / Principal	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=7274563002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
3658	Project Manager, Fraud Operations	Stripe	stripe	Mexico City	Full-time	1d ago	Operations	Lead / Manager	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=6996373?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
3659	Manager, Bare Metal Support Engineering	CoreWeave	coreweave	Singapore	Full-time	3w+ ago	Support	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4649055006&board=coreweave&gh_jid=4649055006&ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			expired	https://jobsbyculture.com/api/og?type=company&slug=coreweave
