id,title,company,company_slug,location,type,posted,role_category,seniority,culture_values,glassdoor_rating,apply_url,profile_url,jobs_filter_url,post_count,last_posted,status,og_image,job_id,highlight_url
1363,"Applied AI, Evaluation Engineer",Mistral AI,mistral,Paris,Full-time,1mo ago,Engineering,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source",4,https://jobs.lever.co/mistral/e0db3860-0a80-47a8-958a-f8e62f3bb59c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,https://jobsbyculture.com/api/og?type=company&slug=mistral,e0db3860-0a80-47a8-958a-f8e62f3bb59c,https://jobsbyculture.com/companies/mistral?job=e0db3860-0a80-47a8-958a-f8e62f3bb59c
1364,People Partner,Notion,notion,"San Francisco, California",FullTime,3w+ ago,HR / People,Mid-Level,"Direct Product Impact, Engineering-Driven, Learning & Growth, Transparent, Diverse & Inclusive, Strong Comp & Equity",4.4,https://jobs.ashbyhq.com/notion/5546e570-aa17-4e88-a877-f62d0d56f378?ref=jobsbyculture.com,https://jobsbyculture.com/companies/notion,https://jobsbyculture.com/jobs?company=notion,,,pending,https://jobsbyculture.com/api/og?type=company&slug=notion,5546e570-aa17-4e88-a877-f62d0d56f378,https://jobsbyculture.com/companies/notion?job=5546e570-aa17-4e88-a877-f62d0d56f378
1365,Member of Technical Staff - Sovereign AI,Cohere,cohere,Canada,FullTime,3w+ ago,Other,Staff / Principal,"Learning & Growth, Engineering-Driven, Wears Many Hats",2.9,https://jobs.ashbyhq.com/cohere/b9306620-a110-46b5-b4c4-7363e1d03a8d?ref=jobsbyculture.com,https://jobsbyculture.com/companies/cohere,https://jobsbyculture.com/jobs?company=cohere,,,pending,https://jobsbyculture.com/api/og?type=company&slug=cohere,b9306620-a110-46b5-b4c4-7363e1d03a8d,https://jobsbyculture.com/companies/cohere?job=b9306620-a110-46b5-b4c4-7363e1d03a8d
1366,Partner Development Representative | Alliances ,Ramp,ramp,"New York, NY (HQ)",FullTime,3w+ ago,Other,Mid-Level,"Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparent, Strong Comp & Equity, Learning & Growth",4.2,https://jobs.ashbyhq.com/ramp/b8b546cc-0e4b-4f38-916b-bb17f718b95b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/ramp,https://jobsbyculture.com/jobs?company=ramp,,,pending,https://jobsbyculture.com/api/og?type=company&slug=ramp,b8b546cc-0e4b-4f38-916b-bb17f718b95b,https://jobsbyculture.com/companies/ramp?job=b8b546cc-0e4b-4f38-916b-bb17f718b95b
1367,Senior Backend Engineer | Mimir OSS | Germany | Remote,Grafana Labs,grafanalabs,Germany (Remote),Full-time,5d ago,Engineering,Senior,"Remote-Friendly, Open Source, Engineering-Driven, Transparent, Work-Life Balance, Learning & Growth",4.1,https://job-boards.greenhouse.io/grafanalabs/jobs/5783167004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/grafanalabs,https://jobsbyculture.com/jobs?company=grafanalabs,,,pending,https://jobsbyculture.com/api/og?type=company&slug=grafanalabs,5783167004,https://jobsbyculture.com/companies/grafanalabs?job=5783167004
1368,"Research Engineer, Multimodal Generative AI (Image/Video)",Google DeepMind,deepmind,"Kirkland, Washington, US; Seattle, Washington, US",Full-time,3w ago,Engineering,Mid-Level,"Deep Work / Low Meetings, Learning & Growth, Engineering-Driven, Diverse & Inclusive, Ethical AI / Safety, Strong Comp & Equity, Flexible Hours",4.2,https://job-boards.greenhouse.io/deepmind/jobs/7339604?ref=jobsbyculture.com,https://jobsbyculture.com/companies/deepmind,https://jobsbyculture.com/jobs?company=deepmind,,,pending,https://jobsbyculture.com/api/og?type=company&slug=deepmind,7339604,https://jobsbyculture.com/companies/deepmind?job=7339604
1369,Revenue Lead - Korea ,ElevenLabs,elevenlabs,Korea,FullTime,3w+ ago,Sales,Lead / Manager,"Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety",4.2,https://jobs.ashbyhq.com/elevenlabs/5bec3919-0199-4ee9-9560-83d6e40d0989?ref=jobsbyculture.com,https://jobsbyculture.com/companies/elevenlabs,https://jobsbyculture.com/jobs?company=elevenlabs,,,pending,https://jobsbyculture.com/api/og?type=company&slug=elevenlabs,5bec3919-0199-4ee9-9560-83d6e40d0989,https://jobsbyculture.com/companies/elevenlabs?job=5bec3919-0199-4ee9-9560-83d6e40d0989
1370,Digital Marketing Manager,Plaid,plaid,New York,FullTime,3w+ ago,Marketing,Lead / Manager,"Engineering-Driven, Transparent, Learning & Growth, Direct Product Impact, Psychological Safety, Diverse & Inclusive",4.6,https://jobs.ashbyhq.com/plaid/8361f83c-a2bb-40fc-9583-6034d708f3d2?ref=jobsbyculture.com,https://jobsbyculture.com/companies/plaid,https://jobsbyculture.com/jobs?company=plaid,,,pending,https://jobsbyculture.com/api/og?type=company&slug=plaid,8361f83c-a2bb-40fc-9583-6034d708f3d2,https://jobsbyculture.com/companies/plaid?job=8361f83c-a2bb-40fc-9583-6034d708f3d2
1371,"Product Data Scientist, Search Quality ",Perplexity AI,perplexity,Belgrade,FullTime,3w+ ago,Data,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth",4.7,https://jobs.ashbyhq.com/perplexity/a805e14b-061d-469c-9136-b9e6a1855902?ref=jobsbyculture.com,https://jobsbyculture.com/companies/perplexity,https://jobsbyculture.com/jobs?company=perplexity,,,pending,https://jobsbyculture.com/api/og?type=company&slug=perplexity,a805e14b-061d-469c-9136-b9e6a1855902,https://jobsbyculture.com/companies/perplexity?job=a805e14b-061d-469c-9136-b9e6a1855902
1372,Senior Brand Designer,Vercel,vercel,"Remote - Argentina, United States",Full-time,1w ago,Other,Senior,"Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source",3.9,https://job-boards.greenhouse.io/vercel/jobs/5579560004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/vercel,https://jobsbyculture.com/jobs?company=vercel,,,pending,https://jobsbyculture.com/api/og?type=company&slug=vercel,5579560004,https://jobsbyculture.com/companies/vercel?job=5579560004
1373,Deployed Engineer (Toronto),LangChain,langchain,Toronto,FullTime,3w+ ago,Engineering,Mid-Level,"Open Source, Engineering-Driven, Ship Fast & Iterate, Remote-Friendly, Wears Many Hats, Direct Product Impact, Flat Hierarchy",4.6,https://jobs.ashbyhq.com/langchain/58edb2a9-a1b7-4b10-86a4-4bf6957cc6f4?ref=jobsbyculture.com,https://jobsbyculture.com/companies/langchain,https://jobsbyculture.com/jobs?company=langchain,,,pending,https://jobsbyculture.com/api/og?type=company&slug=langchain,58edb2a9-a1b7-4b10-86a4-4bf6957cc6f4,https://jobsbyculture.com/companies/langchain?job=58edb2a9-a1b7-4b10-86a4-4bf6957cc6f4
1374,"Staff Product Designer, Design System",Replit,replit,"Foster City, CA (Hybrid) In office M,W,F",FullTime,3w+ ago,Design,Staff / Principal,"Ship Fast & Iterate, Remote-Friendly, Wears Many Hats, Direct Product Impact, Engineering-Driven, Open Source, Mission-Driven",4,https://jobs.ashbyhq.com/replit/955b73a9-4aec-456d-876b-38ac98cbdecd?ref=jobsbyculture.com,https://jobsbyculture.com/companies/replit,https://jobsbyculture.com/jobs?company=replit,,,pending,https://jobsbyculture.com/api/og?type=company&slug=replit,955b73a9-4aec-456d-876b-38ac98cbdecd,https://jobsbyculture.com/companies/replit?job=955b73a9-4aec-456d-876b-38ac98cbdecd
1375,"Senior GTM Enablement, Support ",Apollo.io,apollo,"Office, Philippines",Full-time,1d ago,Support,Senior,"Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth",4,https://job-boards.greenhouse.io/apolloio/jobs/5748737004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/apollo,https://jobsbyculture.com/jobs?company=apollo,,,pending,https://jobsbyculture.com/api/og?type=company&slug=apollo,5748737004,https://jobsbyculture.com/companies/apollo?job=5748737004
1376,Paid Media Manager,Cursor (Anysphere),cursor,SF / NY,FullTime,3w+ ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats",4,https://jobs.ashbyhq.com/cursor/ef52aba1-3f0f-4576-9516-fc074a63cf50?ref=jobsbyculture.com,https://jobsbyculture.com/companies/cursor,https://jobsbyculture.com/jobs?company=cursor,,,pending,https://jobsbyculture.com/api/og?type=company&slug=cursor,ef52aba1-3f0f-4576-9516-fc074a63cf50,https://jobsbyculture.com/companies/cursor?job=ef52aba1-3f0f-4576-9516-fc074a63cf50
1377,Staff Data Warehouse Engineer,Together AI,together,San Francisco,Full-time,6d ago,Engineering,Staff / Principal,"Open Source, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats",4.1,https://job-boards.greenhouse.io/togetherai/jobs/5074064007?ref=jobsbyculture.com,https://jobsbyculture.com/companies/together,https://jobsbyculture.com/jobs?company=together,,,pending,https://jobsbyculture.com/api/og?type=company&slug=together,5074064007,https://jobsbyculture.com/companies/together?job=5074064007
1378,Software Engineer,Airtable,airtable,"San Francisco, CA",Full-time,4d ago,Engineering,Mid-Level,"Direct Product Impact, Engineering-Driven, Learning & Growth, Diverse & Inclusive, Flat Hierarchy, Remote-Friendly",4.1,https://job-boards.greenhouse.io/airtable/jobs/8461006002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airtable,https://jobsbyculture.com/jobs?company=airtable,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airtable,8461006002,https://jobsbyculture.com/companies/airtable?job=8461006002
1379,Senior Software Engineer - Banking Integration Platform,Mercury,mercury,"San Francisco, CA, New York, NY, Portland, OR, or Remote within Canada or United States",Full-time,4d ago,Engineering,Senior,"Direct Product Impact, Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Strong Comp & Equity, Wears Many Hats",4.3,https://job-boards.greenhouse.io/mercury/jobs/5791111004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mercury,https://jobsbyculture.com/jobs?company=mercury,,,pending,https://jobsbyculture.com/api/og?type=company&slug=mercury,5791111004,https://jobsbyculture.com/companies/mercury?job=5791111004
1380,"Engineering Manager, Trust & Safety ",Suno,suno,San Francisco,FullTime,3w+ ago,Other,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Wears Many Hats, Learning & Growth",4.2,https://jobs.ashbyhq.com/suno/088d0c5c-b842-44f7-aa7f-80fc9e0d65db?ref=jobsbyculture.com,https://jobsbyculture.com/companies/suno,https://jobsbyculture.com/jobs?company=suno,,,pending,https://jobsbyculture.com/api/og?type=company&slug=suno,088d0c5c-b842-44f7-aa7f-80fc9e0d65db,https://jobsbyculture.com/companies/suno?job=088d0c5c-b842-44f7-aa7f-80fc9e0d65db
1381,Director of Product Marketing,Runway,runway,Remote,Full-time,3w+ ago,Marketing,Director+,"Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate",4.5,https://job-boards.greenhouse.io/runwayml/jobs/4653422005?ref=jobsbyculture.com,https://jobsbyculture.com/companies/runway,https://jobsbyculture.com/jobs?company=runway,,,expired,https://jobsbyculture.com/api/og?type=company&slug=runway,4653422005,https://jobsbyculture.com/companies/runway?job=4653422005
1382,GTM Compensation Lead ,Supabase,supabase,AMER,FullTime,3w+ ago,HR / People,Lead / Manager,"Open Source, Remote-Friendly, Engineering-Driven, Ship Fast & Iterate, Flat Hierarchy, Async Communication",4.8,https://jobs.ashbyhq.com/supabase/a13f3149-ea55-4abf-8bcd-d53ed575bd37?ref=jobsbyculture.com,https://jobsbyculture.com/companies/supabase,https://jobsbyculture.com/jobs?company=supabase,,,pending,https://jobsbyculture.com/api/og?type=company&slug=supabase,a13f3149-ea55-4abf-8bcd-d53ed575bd37,https://jobsbyculture.com/companies/supabase?job=a13f3149-ea55-4abf-8bcd-d53ed575bd37
1383,Support Engineer (Tier 1),Tailscale,tailscale,Remote (Canada),Full-time,3w ago,Engineering,Mid-Level,"Remote-Friendly, Work-Life Balance, Strong Comp & Equity, Engineering-Driven, Diverse & Inclusive, Transparent",4.4,https://job-boards.greenhouse.io/tailscale/jobs/4194955005?ref=jobsbyculture.com,https://jobsbyculture.com/companies/tailscale,https://jobsbyculture.com/jobs?company=tailscale,,,pending,https://jobsbyculture.com/api/og?type=company&slug=tailscale,4194955005,https://jobsbyculture.com/companies/tailscale?job=4194955005
1384,Data and AI Solution Architect (Professional Services),Databricks,databricks,"Munich, Germany",Full-time,1w ago,Other,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8425303002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8425303002,https://jobsbyculture.com/companies/databricks?job=8425303002
1385,"Software Engineer, Frontier Systems - Power Management",OpenAI,openai,San Francisco,FullTime,3w+ ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/633d5574-92e4-4327-9783-7ea831223dea?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,633d5574-92e4-4327-9783-7ea831223dea,https://jobsbyculture.com/companies/openai?job=633d5574-92e4-4327-9783-7ea831223dea
1386,Account Executive - SMB Hunter (French - speaking),Stripe,stripe,Paris,Full-time,1d ago,Sales,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7458831?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7458831,https://jobsbyculture.com/companies/stripe?job=7458831
1387,Data Center Technician - Reno,CoreWeave,coreweave,"Reno, NV",Full-time,1d ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4647969006&board=coreweave&gh_jid=4647969006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4647969006,https://jobsbyculture.com/companies/coreweave?job=4647969006
1388,"Head of Policy, ANZ",Airbnb,airbnb,"Sydney, Australia",Full-time,6d ago,Legal,VP / Executive,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7676188?gh_jid=7676188?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7676188,https://jobsbyculture.com/companies/airbnb?job=7676188
1389,"Commercial Counsel, EMEA",Anthropic,anthropic,"London, UK",Full-time,5d ago,Legal,Mid-Level,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5142966008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5142966008,https://jobsbyculture.com/companies/anthropic?job=5142966008
1390,Data Engineer,Figma,figma,"San Francisco, CA • New York, NY • United States",Full-time,3w+ ago,Data,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings",3.7,https://boards.greenhouse.io/figma/jobs/5220003004?gh_jid=5220003004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/figma,https://jobsbyculture.com/jobs?company=figma,,,pending,https://jobsbyculture.com/api/og?type=company&slug=figma,5220003004,https://jobsbyculture.com/companies/figma?job=5220003004
1391,AI Engineer (AIMS Martek),HubSpot,hubspot,Remote - USA,Full-time,4d ago,Engineering,Mid-Level,"Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparent, Flexible Hours, Psychological Safety",4.3,https://www.hubspot.com/careers/jobs/7453272?gh_jid=7453272?ref=jobsbyculture.com,https://jobsbyculture.com/companies/hubspot,https://jobsbyculture.com/jobs?company=hubspot,,,pending,https://jobsbyculture.com/api/og?type=company&slug=hubspot,7453272,https://jobsbyculture.com/companies/hubspot?job=7453272
1392,Data Analyst III,Brex,brex,"San Francisco, California, United States",Full-time,3d ago,Data,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8463699002?gh_jid=8463699002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8463699002,https://jobsbyculture.com/companies/brex?job=8463699002
1393,"Field Marketing & Events Manager, Public Sector",Scale AI,scale,"Washington, DC",Full-time,5d ago,Marketing,Lead / Manager,"Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate",3.5,https://job-boards.greenhouse.io/scaleai/jobs/4670010005?ref=jobsbyculture.com,https://jobsbyculture.com/companies/scale,https://jobsbyculture.com/jobs?company=scale,,,pending,https://jobsbyculture.com/api/og?type=company&slug=scale,4670010005,https://jobsbyculture.com/companies/scale?job=4670010005
1394,"Applied AI, Forward Deployed Machine Learning Engineer - EMEA",Mistral AI,mistral,Paris,Full-time,3w+ ago,ML / AI,Mid-Level,"Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source",4,https://jobs.lever.co/mistral/77f6fd1b-65cf-45d8-9b68-594c62732f62?ref=jobsbyculture.com,https://jobsbyculture.com/companies/mistral,https://jobsbyculture.com/jobs?company=mistral,,,pending,https://jobsbyculture.com/api/og?type=company&slug=mistral,77f6fd1b-65cf-45d8-9b68-594c62732f62,https://jobsbyculture.com/companies/mistral?job=77f6fd1b-65cf-45d8-9b68-594c62732f62
1395,"Enterprise Customer Success Manager, Japan",Notion,notion,"Tokyo, Japan ",FullTime,3w+ ago,Sales,Lead / Manager,"Direct Product Impact, Engineering-Driven, Learning & Growth, Transparent, Diverse & Inclusive, Strong Comp & Equity",4.4,https://jobs.ashbyhq.com/notion/8ca01f57-f808-43bc-ae39-cb35fdad1dc5?ref=jobsbyculture.com,https://jobsbyculture.com/companies/notion,https://jobsbyculture.com/jobs?company=notion,,,pending,https://jobsbyculture.com/api/og?type=company&slug=notion,8ca01f57-f808-43bc-ae39-cb35fdad1dc5,https://jobsbyculture.com/companies/notion?job=8ca01f57-f808-43bc-ae39-cb35fdad1dc5
1396,"Forward Deployed Engineer, Infrastructure Specialist",Cohere,cohere,Japan,FullTime,3w+ ago,Engineering,Mid-Level,"Learning & Growth, Engineering-Driven, Wears Many Hats",2.9,https://jobs.ashbyhq.com/cohere/38f75a48-199c-4325-a7f8-2af6ed6a1b3b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/cohere,https://jobsbyculture.com/jobs?company=cohere,,,pending,https://jobsbyculture.com/api/og?type=company&slug=cohere,38f75a48-199c-4325-a7f8-2af6ed6a1b3b,https://jobsbyculture.com/companies/cohere?job=38f75a48-199c-4325-a7f8-2af6ed6a1b3b
1397,Product Manager | Growth,Ramp,ramp,"New York, NY (HQ)",FullTime,3w+ ago,Product,Lead / Manager,"Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparent, Strong Comp & Equity, Learning & Growth",4.2,https://jobs.ashbyhq.com/ramp/e0b64893-0459-4d84-ac4f-7b50966ef024?ref=jobsbyculture.com,https://jobsbyculture.com/companies/ramp,https://jobsbyculture.com/jobs?company=ramp,,,pending,https://jobsbyculture.com/api/og?type=company&slug=ramp,e0b64893-0459-4d84-ac4f-7b50966ef024,https://jobsbyculture.com/companies/ramp?job=e0b64893-0459-4d84-ac4f-7b50966ef024
1398,Senior Backend Engineer | Mimir OSS | Spain | Remote,Grafana Labs,grafanalabs,Spain (Remote),Full-time,5d ago,Engineering,Senior,"Remote-Friendly, Open Source, Engineering-Driven, Transparent, Work-Life Balance, Learning & Growth",4.1,https://job-boards.greenhouse.io/grafanalabs/jobs/5783159004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/grafanalabs,https://jobsbyculture.com/jobs?company=grafanalabs,,,pending,https://jobsbyculture.com/api/og?type=company&slug=grafanalabs,5783159004,https://jobsbyculture.com/companies/grafanalabs?job=5783159004
1399,"Research Engineer, Multimodal Reinforcement Learning ",Google DeepMind,deepmind,"Zurich, Switzerland",Full-time,1w ago,Engineering,Mid-Level,"Deep Work / Low Meetings, Learning & Growth, Engineering-Driven, Diverse & Inclusive, Ethical AI / Safety, Strong Comp & Equity, Flexible Hours",4.2,https://job-boards.greenhouse.io/deepmind/jobs/7552677?ref=jobsbyculture.com,https://jobsbyculture.com/companies/deepmind,https://jobsbyculture.com/jobs?company=deepmind,,,pending,https://jobsbyculture.com/api/og?type=company&slug=deepmind,7552677,https://jobsbyculture.com/companies/deepmind?job=7552677
1400,Customer Success - Middle East,ElevenLabs,elevenlabs,UAE ,FullTime,3w+ ago,Sales,Mid-Level,"Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety",4.2,https://jobs.ashbyhq.com/elevenlabs/4cc259dd-9788-4ca5-927a-761542bbef0a?ref=jobsbyculture.com,https://jobsbyculture.com/companies/elevenlabs,https://jobsbyculture.com/jobs?company=elevenlabs,,,pending,https://jobsbyculture.com/api/og?type=company&slug=elevenlabs,4cc259dd-9788-4ca5-927a-761542bbef0a,https://jobsbyculture.com/companies/elevenlabs?job=4cc259dd-9788-4ca5-927a-761542bbef0a
1401,Product Manager,Plaid,plaid,San Francisco,FullTime,3w+ ago,Product,Lead / Manager,"Engineering-Driven, Transparent, Learning & Growth, Direct Product Impact, Psychological Safety, Diverse & Inclusive",4.6,https://jobs.ashbyhq.com/plaid/64642463-8ee8-4453-b166-449711f61cd0?ref=jobsbyculture.com,https://jobsbyculture.com/companies/plaid,https://jobsbyculture.com/jobs?company=plaid,,,pending,https://jobsbyculture.com/api/og?type=company&slug=plaid,64642463-8ee8-4453-b166-449711f61cd0,https://jobsbyculture.com/companies/plaid?job=64642463-8ee8-4453-b166-449711f61cd0
1402,Staff Backend Software Engineer - API Platform ,Perplexity AI,perplexity,San Francisco,FullTime,3w+ ago,Engineering,Staff / Principal,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth",4.7,https://jobs.ashbyhq.com/perplexity/9ac5e638-85f6-4308-bcd5-7dfe0a30a79b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/perplexity,https://jobsbyculture.com/jobs?company=perplexity,,,pending,https://jobsbyculture.com/api/og?type=company&slug=perplexity,9ac5e638-85f6-4308-bcd5-7dfe0a30a79b,https://jobsbyculture.com/companies/perplexity?job=9ac5e638-85f6-4308-bcd5-7dfe0a30a79b
1403,Senior Communications Manager ,Vercel,vercel,Hybrid - San Francisco,Full-time,1w ago,Marketing,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source",3.9,https://job-boards.greenhouse.io/vercel/jobs/5814159004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/vercel,https://jobsbyculture.com/jobs?company=vercel,,,pending,https://jobsbyculture.com/api/og?type=company&slug=vercel,5814159004,https://jobsbyculture.com/companies/vercel?job=5814159004
1404,Deal Strategy & Operations Analyst,LangChain,langchain,"New York, NY",FullTime,3w+ ago,Operations,Mid-Level,"Open Source, Engineering-Driven, Ship Fast & Iterate, Remote-Friendly, Wears Many Hats, Direct Product Impact, Flat Hierarchy",4.6,https://jobs.ashbyhq.com/langchain/87430164-6617-4ad6-908f-79356be83445?ref=jobsbyculture.com,https://jobsbyculture.com/companies/langchain,https://jobsbyculture.com/jobs?company=langchain,,,pending,https://jobsbyculture.com/api/og?type=company&slug=langchain,87430164-6617-4ad6-908f-79356be83445,https://jobsbyculture.com/companies/langchain?job=87430164-6617-4ad6-908f-79356be83445
1405,"Senior Software Engineer, Agent Platform",Replit,replit,"Foster City, CA (Hybrid) In office M,W,F",FullTime,3w+ ago,Engineering,Senior,"Ship Fast & Iterate, Remote-Friendly, Wears Many Hats, Direct Product Impact, Engineering-Driven, Open Source, Mission-Driven",4,https://jobs.ashbyhq.com/replit/b82de6f8-aebf-47b8-8bdc-39ea33807975?ref=jobsbyculture.com,https://jobsbyculture.com/companies/replit,https://jobsbyculture.com/jobs?company=replit,,,pending,https://jobsbyculture.com/api/og?type=company&slug=replit,b82de6f8-aebf-47b8-8bdc-39ea33807975,https://jobsbyculture.com/companies/replit?job=b82de6f8-aebf-47b8-8bdc-39ea33807975
1406,"Senior Manager, Product Marketing",Apollo.io,apollo,"Remote, United States",Full-time,1d ago,Marketing,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth",4,https://job-boards.greenhouse.io/apolloio/jobs/5789172004?ref=jobsbyculture.com,https://jobsbyculture.com/companies/apollo,https://jobsbyculture.com/jobs?company=apollo,,,pending,https://jobsbyculture.com/api/og?type=company&slug=apollo,5789172004,https://jobsbyculture.com/companies/apollo?job=5789172004
1407,Global Mobility and Compliance Manager,Cursor (Anysphere),cursor,SF / NY,FullTime,3w+ ago,Legal,Lead / Manager,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats",4,https://jobs.ashbyhq.com/cursor/3758d4dd-a282-4feb-a521-bad2705fa3f4?ref=jobsbyculture.com,https://jobsbyculture.com/companies/cursor,https://jobsbyculture.com/jobs?company=cursor,,,pending,https://jobsbyculture.com/api/og?type=company&slug=cursor,3758d4dd-a282-4feb-a521-bad2705fa3f4,https://jobsbyculture.com/companies/cursor?job=3758d4dd-a282-4feb-a521-bad2705fa3f4
1408,"Staff Engineer, API Core Platform",Together AI,together,San Francisco,Full-time,2w ago,Engineering,Staff / Principal,"Open Source, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats",4.1,https://job-boards.greenhouse.io/togetherai/jobs/5056185007?ref=jobsbyculture.com,https://jobsbyculture.com/companies/together,https://jobsbyculture.com/jobs?company=together,,,pending,https://jobsbyculture.com/api/og?type=company&slug=together,5056185007,https://jobsbyculture.com/companies/together?job=5056185007
1409,"Software Engineer, Compute (8+ YOE)",Airtable,airtable,"San Francisco, CA; New York, NY; Remote - US",Full-time,2w ago,Engineering,Mid-Level,"Direct Product Impact, Engineering-Driven, Learning & Growth, Diverse & Inclusive, Flat Hierarchy, Remote-Friendly",4.1,https://job-boards.greenhouse.io/airtable/jobs/8442397002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airtable,https://jobsbyculture.com/jobs?company=airtable,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airtable,8442397002,https://jobsbyculture.com/companies/airtable?job=8442397002
