id,title,company,company_slug,location,type,posted,role_category,seniority,culture_values,glassdoor_rating,apply_url,profile_url,jobs_filter_url,post_count,last_posted,status,og_image,job_id,highlight_url
4079,"Senior Software Engineer, Product Data Platform",Brex,brex,"Seattle, Washington, United States",Full-time,5d ago,Engineering,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8430197002?gh_jid=8430197002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8430197002,https://jobsbyculture.com/companies/brex?job=8430197002
4080,"Manager, Big Data Architecture – Professional Services (DWH, Data Engineering & Migrations)",Databricks,databricks,"Paris, France",Full-time,2w ago,Other,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8439078002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8439078002,https://jobsbyculture.com/companies/databricks?job=8439078002
4081,"Security Reliability Engineering, Lead",OpenAI,openai,San Francisco,FullTime,3w+ ago,Other,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/645ccd65-eb60-4eb7-b094-b01c2269638c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,645ccd65-eb60-4eb7-b094-b01c2269638c,https://jobsbyculture.com/companies/openai?job=645ccd65-eb60-4eb7-b094-b01c2269638c
4082,"Head of Communications, APAC",Stripe,stripe,Singapore,Full-time,1d ago,Marketing,VP / Executive,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7684149?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,expired,https://jobsbyculture.com/api/og?type=company&slug=stripe,7684149,https://jobsbyculture.com/companies/stripe?job=7684149
4083,Site Selection Manager,CoreWeave,coreweave,"Bellevue, WA / Livingston, NJ / New York, NY / San Francisco, CA / Sunnyvale, CA/Remote",Full-time,1d ago,Other,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4650927006&board=coreweave&gh_jid=4650927006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4650927006,https://jobsbyculture.com/companies/coreweave?job=4650927006
4084,"Staff, Advanced Analytics, CS Safety",Airbnb,airbnb,United States,Full-time,1mo ago,Other,Staff / Principal,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7579193?gh_jid=7579193?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7579193,https://jobsbyculture.com/companies/airbnb?job=7579193
4085,"ML Infrastructure Engineer, Safeguards",Anthropic,anthropic,"San Francisco, CA",Full-time,5d ago,Engineering,Mid-Level,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/4778843008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,4778843008,https://jobsbyculture.com/companies/anthropic?job=4778843008
4086,"Account Executive, SMB",Figma,figma,"Tokyo, Japan",Full-time,2w ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings",3.7,https://boards.greenhouse.io/figma/jobs/5729844004?gh_jid=5729844004&ref=jobsbyculture.com,https://jobsbyculture.com/companies/figma,https://jobsbyculture.com/jobs?company=figma,,,expired,https://jobsbyculture.com/api/og?type=company&slug=figma,5729844004,https://jobsbyculture.com/companies/figma?job=5729844004
4087,Senior Sales Enablement Partner,HubSpot,hubspot,"Sydney, Australia",Full-time,2d ago,Sales,Senior,"Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparent, Flexible Hours, Psychological Safety",4.3,https://www.hubspot.com/careers/jobs/7714905?gh_jid=7714905?ref=jobsbyculture.com,https://jobsbyculture.com/companies/hubspot,https://jobsbyculture.com/jobs?company=hubspot,,,pending,https://jobsbyculture.com/api/og?type=company&slug=hubspot,7714905,https://jobsbyculture.com/companies/hubspot?job=7714905
4088,"Senior Software Engineer, Product Data Platform",Brex,brex,"Vancouver, British Columbia, Canada",Full-time,5d ago,Engineering,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8430196002?gh_jid=8430196002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8430196002,https://jobsbyculture.com/companies/brex?job=8430196002
4089,"Manager, Billing",Databricks,databricks,"Bengaluru, India",Full-time,2w ago,Finance,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8402622002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8402622002,https://jobsbyculture.com/companies/databricks?job=8402622002
4090,AI Deployment Engineer- ChatGPT Ecosystem,OpenAI,openai,San Francisco,FullTime,3w+ ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/c9acc73a-b118-4802-bb51-87f3d57df883?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,c9acc73a-b118-4802-bb51-87f3d57df883,https://jobsbyculture.com/companies/openai?job=c9acc73a-b118-4802-bb51-87f3d57df883
4091,"Head of Consumer Marketing, Link",Stripe,stripe,"NYC, Seattle, SF, Chicago, Remote-US/CA",Full-time,1d ago,Marketing,VP / Executive,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7165781?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7165781,https://jobsbyculture.com/companies/stripe?job=7165781
4092,Software Enablement Specialist,CoreWeave,coreweave,"Livingston, NJ / New York, NY / Philadelphia, PA",Full-time,1d ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4662787006&board=coreweave&gh_jid=4662787006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4662787006,https://jobsbyculture.com/companies/coreweave?job=4662787006
4093,"Staff, Advanced Analytics, New Business",Airbnb,airbnb,United States,Full-time,1mo ago,Other,Staff / Principal,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7440935?gh_jid=7440935?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7440935,https://jobsbyculture.com/companies/airbnb?job=7440935
4094,"ML/Research Engineer, Safeguards",Anthropic,anthropic,"San Francisco, CA | New York City, NY",Full-time,5d ago,Engineering,Mid-Level,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/4949336008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,4949336008,https://jobsbyculture.com/companies/anthropic?job=4949336008
4095,"Account Executive, Strategic",Figma,figma,"San Francisco, CA · New York, NY · United States",Full-time,2w ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings",3.7,https://boards.greenhouse.io/figma/jobs/5558737004?gh_jid=5558737004&ref=jobsbyculture.com,https://jobsbyculture.com/companies/figma,https://jobsbyculture.com/jobs?company=figma,,,expired,https://jobsbyculture.com/api/og?type=company&slug=figma,5558737004,https://jobsbyculture.com/companies/figma?job=5558737004
4096,Senior Sales Strategy Analyst,HubSpot,hubspot,Remote - USA,Full-time,5d ago,Sales,Senior,"Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparent, Flexible Hours, Psychological Safety",4.3,https://www.hubspot.com/careers/jobs/7621381?gh_jid=7621381?ref=jobsbyculture.com,https://jobsbyculture.com/companies/hubspot,https://jobsbyculture.com/jobs?company=hubspot,,,pending,https://jobsbyculture.com/api/og?type=company&slug=hubspot,7621381,https://jobsbyculture.com/companies/hubspot?job=7621381
4097,"Senior Software Engineer, Product Data Platform",Brex,brex,"San Francisco, California, United States",Full-time,5d ago,Engineering,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8430182002?gh_jid=8430182002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8430182002,https://jobsbyculture.com/companies/brex?job=8430182002
4098,"Manager, Engineering - AI/BI",Databricks,databricks,"Vancouver, Canada",Full-time,2w ago,Other,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8176503002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8176503002,https://jobsbyculture.com/companies/databricks?job=8176503002
4099,"Manager, Protection Scientist Engineer, Intelligence and Investigations",OpenAI,openai,San Francisco,FullTime,3w+ ago,Engineering,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/336f3864-ccbf-44eb-bfc9-8090432a8e6f?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,336f3864-ccbf-44eb-bfc9-8090432a8e6f,https://jobsbyculture.com/companies/openai?job=336f3864-ccbf-44eb-bfc9-8090432a8e6f
4100,"Head of Enterprise Sales, Japan",Stripe,stripe,Tokyo,Full-time,1d ago,Sales,VP / Executive,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7243072?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7243072,https://jobsbyculture.com/companies/stripe?job=7243072
4101,Software Engineer II - Artifact Management,CoreWeave,coreweave,"Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA",Full-time,1d ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4612803006&board=coreweave&gh_jid=4612803006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4612803006,https://jobsbyculture.com/companies/coreweave?job=4612803006
4102,"Staff, Advanced Analytics, Product",Airbnb,airbnb,United States,Full-time,3w ago,Other,Staff / Principal,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7618079?gh_jid=7618079?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7618079,https://jobsbyculture.com/companies/airbnb?job=7618079
4103,"Model Quality Software Engineer, Claude Code",Anthropic,anthropic,"San Francisco, CA | New York City, NY",Full-time,5d ago,Engineering,Mid-Level,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5098025008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5098025008,https://jobsbyculture.com/companies/anthropic?job=5098025008
4104,"Account Executive, Strategic",Figma,figma,Singapore,Full-time,2w ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings",3.7,https://boards.greenhouse.io/figma/jobs/5753209004?gh_jid=5753209004&ref=jobsbyculture.com,https://jobsbyculture.com/companies/figma,https://jobsbyculture.com/jobs?company=figma,,,expired,https://jobsbyculture.com/api/og?type=company&slug=figma,5753209004,https://jobsbyculture.com/companies/figma?job=5753209004
4105,"Senior Software Engineer, Data Integration (Haskell)",HubSpot,hubspot,"Flex - Dublin, Ireland",Full-time,5d ago,Engineering,Senior,"Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparent, Flexible Hours, Psychological Safety",4.3,https://www.hubspot.com/careers/jobs/7710070?gh_jid=7710070?ref=jobsbyculture.com,https://jobsbyculture.com/companies/hubspot,https://jobsbyculture.com/jobs?company=hubspot,,,pending,https://jobsbyculture.com/api/og?type=company&slug=hubspot,7710070,https://jobsbyculture.com/companies/hubspot?job=7710070
4106,Senior Technical Recruiter,Brex,brex,"San Francisco, California, United States",Full-time,5d ago,HR / People,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8428989002?gh_jid=8428989002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8428989002,https://jobsbyculture.com/companies/brex?job=8428989002
4107,"Manager, Enterprise Presales - Kansai Region",Databricks,databricks,Japan,Full-time,1w ago,Other,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8349447002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8349447002,https://jobsbyculture.com/companies/databricks?job=8349447002
4108,"Strategy & Operations, Rapid Response Program Manager",OpenAI,openai,San Francisco,FullTime,3w+ ago,Product,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/6b49caad-975f-4126-b02e-c8fb7bfe0e29?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,6b49caad-975f-4126-b02e-c8fb7bfe0e29,https://jobsbyculture.com/companies/openai?job=6b49caad-975f-4126-b02e-c8fb7bfe0e29
4109,Head of Global Finance and Accounting Operations,Stripe,stripe,Bengaluru,Full-time,1d ago,Finance,VP / Executive,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7334756?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7334756,https://jobsbyculture.com/companies/stripe?job=7334756
4110,"Software Engineer, Inference AI/ML",CoreWeave,coreweave," Sunnyvale, CA / Bellevue, WA",Full-time,1d ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4609928006&board=coreweave&gh_jid=4609928006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4609928006,https://jobsbyculture.com/companies/coreweave?job=4609928006
4111,"Staff AI Innovation Engineer, EX",Airbnb,airbnb,United States ,Full-time,3w ago,Engineering,Staff / Principal,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7464655?gh_jid=7464655?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7464655,https://jobsbyculture.com/companies/airbnb?job=7464655
4112,National Security Policy Lead,Anthropic,anthropic,"Remote-Friendly (Travel-Required) |  Washington, DC; San Francisco, CA; Washington, DC",Full-time,5d ago,Legal,Lead / Manager,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5118983008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5118983008,https://jobsbyculture.com/companies/anthropic?job=5118983008
4113,"Account Executive, Strategic, Spanish &amp; Portuguese Speaking",Figma,figma,"São Paulo, Brazil",Full-time,2w ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings",3.7,https://boards.greenhouse.io/figma/jobs/5797769004?gh_jid=5797769004&ref=jobsbyculture.com,https://jobsbyculture.com/companies/figma,https://jobsbyculture.com/jobs?company=figma,,,expired,https://jobsbyculture.com/api/og?type=company&slug=figma,5797769004,https://jobsbyculture.com/companies/figma?job=5797769004
4114,"Senior Software Engineer, Data Integration (Haskell)",HubSpot,hubspot,"Ghent, Belgium",Full-time,6d ago,Engineering,Senior,"Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparent, Flexible Hours, Psychological Safety",4.3,https://www.hubspot.com/careers/jobs/7157267?gh_jid=7157267?ref=jobsbyculture.com,https://jobsbyculture.com/companies/hubspot,https://jobsbyculture.com/jobs?company=hubspot,,,pending,https://jobsbyculture.com/api/og?type=company&slug=hubspot,7157267,https://jobsbyculture.com/companies/hubspot?job=7157267
4115,Senior Technical Recruiter,Brex,brex,"New York, New York, United States",Full-time,5d ago,HR / People,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8432614002?gh_jid=8432614002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8432614002,https://jobsbyculture.com/companies/brex?job=8432614002
4116,"Manager, Executive Support",Databricks,databricks,Costa Rica,Full-time,1d ago,Support,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8449856002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8449856002,https://jobsbyculture.com/companies/databricks?job=8449856002
4117,"Site Reliability Engineer, Frontier Systems Infrastructure",OpenAI,openai,San Francisco,FullTime,3w+ ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/ad2cf782-15a4-48c7-9133-1788e3f33bbb?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,ad2cf782-15a4-48c7-9133-1788e3f33bbb,https://jobsbyculture.com/companies/openai?job=ad2cf782-15a4-48c7-9133-1788e3f33bbb
4118,Head of India Marketing,Stripe,stripe,Bengaluru,Full-time,1d ago,Marketing,VP / Executive,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7548312?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7548312,https://jobsbyculture.com/companies/stripe?job=7548312
4119,"Software Engineer, Kubernetes",CoreWeave,coreweave,"Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA",Full-time,1d ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4577764006&board=coreweave&gh_jid=4577764006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4577764006,https://jobsbyculture.com/companies/coreweave?job=4577764006
4120,Staff Android Automation Engineer,Airbnb,airbnb,Brazil - Remote,Full-time,1d ago,Engineering,Staff / Principal,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7380185?gh_jid=7380185?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7380185,https://jobsbyculture.com/companies/airbnb?job=7380185
4121,"Offensive Security Research Engineer, Safeguards",Anthropic,anthropic,"San Francisco, CA",Full-time,5d ago,Engineering,Mid-Level,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5123011008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5123011008,https://jobsbyculture.com/companies/anthropic?job=5123011008
4122,"Account Executive, Strategic",Figma,figma,"Tokyo, Japan",Full-time,2w ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings",3.7,https://boards.greenhouse.io/figma/jobs/5756182004?gh_jid=5756182004&ref=jobsbyculture.com,https://jobsbyculture.com/companies/figma,https://jobsbyculture.com/jobs?company=figma,,,expired,https://jobsbyculture.com/api/og?type=company&slug=figma,5756182004,https://jobsbyculture.com/companies/figma?job=5756182004
4123,"Senior Software Engineer, Data Integration (Haskell)",HubSpot,hubspot,"Flex - London, United Kingdom",Full-time,5d ago,Engineering,Senior,"Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparent, Flexible Hours, Psychological Safety",4.3,https://www.hubspot.com/careers/jobs/7710078?gh_jid=7710078?ref=jobsbyculture.com,https://jobsbyculture.com/companies/hubspot,https://jobsbyculture.com/jobs?company=hubspot,,,pending,https://jobsbyculture.com/api/og?type=company&slug=hubspot,7710078,https://jobsbyculture.com/companies/hubspot?job=7710078
4124,Senior Technical Recruiter,Brex,brex,"Seattle, Washington, United States",Full-time,5d ago,HR / People,Senior,"Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Learning & Growth, Transparent, Remote-Friendly",4,https://www.brex.com/careers/8432615002?gh_jid=8432615002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/brex,https://jobsbyculture.com/jobs?company=brex,,,pending,https://jobsbyculture.com/api/og?type=company&slug=brex,8432615002,https://jobsbyculture.com/companies/brex?job=8432615002
4125,"Manager, Field Engineering",Databricks,databricks,Mexico City,Full-time,1d ago,Other,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8455862002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8455862002,https://jobsbyculture.com/companies/databricks?job=8455862002
4126,"Solutions Engineer, Pre-Sales - Tokyo",OpenAI,openai,"Tokyo, Japan",FullTime,3w+ ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/57cfe1d3-27b6-4761-909c-fec7829e9227?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,57cfe1d3-27b6-4761-909c-fec7829e9227,https://jobsbyculture.com/companies/openai?job=57cfe1d3-27b6-4761-909c-fec7829e9227
4127,"Head of Industry Pursuits, Enterprise Platforms (New Business)",Stripe,stripe,"San Francisco, CA",Full-time,1d ago,Other,VP / Executive,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7375436?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7375436,https://jobsbyculture.com/companies/stripe?job=7375436
4128,"Software Engineer, Kubernetes Core Interfaces",CoreWeave,coreweave,"Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA",Full-time,1d ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4656273006&board=coreweave&gh_jid=4656273006?ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,pending,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4656273006,https://jobsbyculture.com/companies/coreweave?job=4656273006
4129,"Staff Android Engineer, Reservation Management & Additional Products",Airbnb,airbnb,Remote - USA,Full-time,1mo ago,Engineering,Staff / Principal,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7539152?gh_jid=7539152?ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,pending,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7539152,https://jobsbyculture.com/companies/airbnb?job=7539152
